Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key
marine toxins,toxin profile of gymnodinium,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P057;P204,2015,"('marine toxins', 'toxin profile of gymnodinium')"
metabolic functions,pks,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,BIOLOGICAL_MECHANISM,2,2,P009;P013,2020,"('metabolic functions', 'pks')"
metabolic functions,polyketide synthase,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_BIOSYNTHESIS,2,2,P009;P013,2020,"('metabolic functions', 'polyketide synthase')"
metabolic functions,producing dinoflagellates,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TAXON,2,2,P009;P013,2020,"('metabolic functions', 'producing dinoflagellates')"
metabolic functions,stx synthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P003;P009,2020;2023,"('metabolic functions', 'stx synthesis')"
metabolic functions,sxt genes,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,P009;P013,2020,"('metabolic functions', 'sxt genes')"
metabolic functions,sxt genes,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P009;P013,2020,"('metabolic functions', 'sxt genes')"
metabolic functions,sxta,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,P009;P013,2020,"('metabolic functions', 'sxta')"
metabolic functions,sxtb,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,P009;P013,2020,"('metabolic functions', 'sxtb')"
metabolic functions,sxtd,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,P009;P013,2020,"('metabolic functions', 'sxtd')"
metabolic functions,sxtg,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,P009;P013,2020,"('metabolic functions', 'sxtg')"
metabolic functions,sxtu,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,P003;P009,2020;2023,"('metabolic functions', 'sxtu')"
metabolic functions,toxigenic dinoflagellate,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P003;P009,2020;2023,"('metabolic functions', 'toxigenic dinoflagellate')"
metabolic functions,toxigenic dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P003;P009,2020;2023,"('metabolic functions', 'toxigenic dinoflagellate alexandrium')"
metabolic functions,toxigenic dinoflagellate alexandrium pacificum,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P003;P009,2020;2023,"('metabolic functions', 'toxigenic dinoflagellate alexandrium pacificum')"
metabolic pathways,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,2,2,P089;P124,2008;2021,"('metabolic pathways', 'paralytic shellfish poisoning')"
metabolic pathways,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,PHRASE_TOXIN_PHENOTYPE,2,2,P071;P089,2021;2025,"('metabolic pathways', 'paralytic shellfish toxins')"
metabolic pathways,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,BIOSYNTHETIC_SYSTEM,2,2,P089;P124,2008;2021,"('metabolic pathways', 'saxitoxin')"
metabolic pathways,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,BIOSYNTHETIC_SYSTEM,2,2,P089;P124,2008;2021,"('metabolic pathways', 'saxitoxin biosynthesis')"
metabolic pathways,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,PHRASE_TOXIN_PHENOTYPE,2,2,P089;P124,2008;2021,"('metabolic pathways', 'saxitoxin biosynthesis')"
metabolic pathways,toxin production,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,PHRASE_TOXIN_PHENOTYPE,2,2,P071;P092,2004;2025,"('metabolic pathways', 'toxin production')"
microg stx,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P030;P238,2004;2012,"('microg stx', 'paralytic shellfish toxins')"
microg stx,stx eq,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P152;P239,2006;2010,"('microg stx', 'stx eq')"
n-sulfocarbamoyl toxins,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'nitrogen')"
n-sulfocarbamoyl toxins,nitrogen,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'nitrogen')"
n-sulfocarbamoyl toxins,nutrient limitation,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'nutrient limitation')"
n-sulfocarbamoyl toxins,nutrient limitation,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'nutrient limitation')"
n-sulfocarbamoyl toxins,other saxitoxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('n-sulfocarbamoyl toxins', 'other saxitoxin')"
n-sulfocarbamoyl toxins,other saxitoxin derivatives,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('n-sulfocarbamoyl toxins', 'other saxitoxin derivatives')"
n-sulfocarbamoyl toxins,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'paralytic shellfish toxins')"
n-sulfocarbamoyl toxins,phosphorus,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'phosphorus')"
n-sulfocarbamoyl toxins,presence of c3,SEMANTIC_CO_OCCURS,PHRASE_OTHER,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('n-sulfocarbamoyl toxins', 'presence of c3')"
n-sulfocarbamoyl toxins,pst production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'pst production')"
n-sulfocarbamoyl toxins,response to nutrient,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'response to nutrient')"
n-sulfocarbamoyl toxins,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('n-sulfocarbamoyl toxins', 'saxitoxin')"
n-sulfocarbamoyl toxins,saxitoxin derivatives,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('n-sulfocarbamoyl toxins', 'saxitoxin derivatives')"
n-sulfocarbamoyl toxins,species of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,2,2,P046;P193,1996,"('n-sulfocarbamoyl toxins', 'species of alexandrium')"
n-sulfocarbamoyl toxins,suite of toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('n-sulfocarbamoyl toxins', 'suite of toxins')"
n-sulfocarbamoyl toxins,sulfocarbamoyl toxins c1,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('n-sulfocarbamoyl toxins', 'sulfocarbamoyl toxins c1')"
n-sulfocarbamoyl toxins,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'temperature')"
n-sulfocarbamoyl toxins,toxin composition profiles,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('n-sulfocarbamoyl toxins', 'toxin composition profiles')"
n-sulfocarbamoyl toxins,toxin production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'toxin production')"
n-sulfocarbamoyl toxins,toxin production,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'toxin production')"
n-sulfocarbamoyl toxins,toxin profiles of g,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'toxin profiles of g')"
n-sulfocarbamoyl toxins,toxins c1,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('n-sulfocarbamoyl toxins', 'toxins c1')"
n-sulfocarbamoyl toxins,toxins decreased,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'toxins decreased')"
n-sulfocarbamoyl toxins,toxins produced,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'toxins produced')"
n-sulfocarbamoyl toxins,toxins varied,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('n-sulfocarbamoyl toxins', 'toxins varied')"
n-sulfocarbamoyl toxins,toxins were detected,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('n-sulfocarbamoyl toxins', 'toxins were detected')"
neosaxitoxin,paralytic toxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('neosaxitoxin', 'paralytic toxin')"
neosaxitoxin,phylogeny,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,TOXIN,2,2,P044;P191,2014,"('neosaxitoxin', 'phylogeny')"
neosaxitoxin,profile of gymnodinium,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,2,2,P057;P204,2015,"('neosaxitoxin', 'profile of gymnodinium')"
neosaxitoxin,profile of gymnodinium catenatum,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,2,2,P057;P204,2015,"('neosaxitoxin', 'profile of gymnodinium catenatum')"
neosaxitoxin,psp toxin profile,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P044;P191,2014,"('neosaxitoxin', 'psp toxin profile')"
neosaxitoxin,saxitoxin analogues,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('neosaxitoxin', 'saxitoxin analogues')"
neosaxitoxin,sulfocarbamoyl toxins,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('neosaxitoxin', 'sulfocarbamoyl toxins')"
neosaxitoxin,toxin analogues,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('neosaxitoxin', 'toxin analogues')"
neosaxitoxin,toxin production,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P086;P241,1994;2009,"('neosaxitoxin', 'toxin production')"
neosaxitoxin,toxin production,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,2,2,P086;P241,1994;2009,"('neosaxitoxin', 'toxin production')"
neosaxitoxin,toxin profile of gymnodinium,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P057;P204,2015,"('neosaxitoxin', 'toxin profile of gymnodinium')"
neosaxitoxin,toxin profiles of g,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('neosaxitoxin', 'toxin profiles of g')"
neostx,nitrogen,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,P087;P090,2010;2016,"('neostx', 'nitrogen')"
neostx,nutrient levels,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_ENVIRONMENT,2,2,P042;P189,2006,"('neostx', 'nutrient levels')"
neostx,other saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('neostx', 'other saxitoxin')"
neostx,other saxitoxin derivatives,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('neostx', 'other saxitoxin derivatives')"
neostx,paralytic shellfish toxin profiles,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('neostx', 'paralytic shellfish toxin profiles')"
neostx,presence of psts,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P040;P187,2022,"('neostx', 'presence of psts')"
neostx,producing dinoflagellates,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,2,2,P043;P190,2020,"('neostx', 'producing dinoflagellates')"
neostx,profiles and toxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('neostx', 'profiles and toxin')"
neostx,profiles of psp toxins,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P053;P200,2006,"('neostx', 'profiles of psp toxins')"
neostx,pyrodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,2,2,P040;P187,2022,"('neostx', 'pyrodinium')"
neostx,pyrodinium bahamense,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,2,2,P040;P187,2022,"('neostx', 'pyrodinium bahamense')"
neostx,pyrodinium bahamense,SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES,TOXIN,2,2,P040;P187,2022,"('neostx', 'pyrodinium bahamense')"
neostx,saxitoxin and related,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P043;P190,2020,"('neostx', 'saxitoxin and related')"
neostx,saxitoxin derivatives,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('neostx', 'saxitoxin derivatives')"
neostx,shellfish toxin profiles,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('neostx', 'shellfish toxin profiles')"
neostx,stx-producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,2,2,P043;P190,2020,"('neostx', 'stx-producing')"
neostx,stx-producing dinoflagellates,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P043;P190,2020,"('neostx', 'stx-producing dinoflagellates')"
neostx,sulfocarbamoyl toxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('neostx', 'sulfocarbamoyl toxin')"
neostx,total toxins,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('neostx', 'total toxins')"
neostx,toxic dinoflagellate,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P053;P200,2006,"('neostx', 'toxic dinoflagellate')"
neostx,toxic dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P053;P200,2006,"('neostx', 'toxic dinoflagellate alexandrium')"
neostx,toxic dinoflagellate alexandrium catenella,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P053;P200,2006,"('neostx', 'toxic dinoflagellate alexandrium catenella')"
neostx,toxin accumulation,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P053;P200,2006,"('neostx', 'toxin accumulation')"
neostx,toxin accumulation,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,2,2,P053;P200,2006,"('neostx', 'toxin accumulation')"
neostx,toxin analogues,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P053;P200,2006,"('neostx', 'toxin analogues')"
neostx,toxin profiles and toxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('neostx', 'toxin profiles and toxin')"
neostx,water temperature,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_ENVIRONMENT,2,2,P040;P187,2022,"('neostx', 'water temperature')"
neurotoxin saxitoxin,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P121;P215,2011;2014,"('neurotoxin saxitoxin', 'paralytic shellfish poisoning')"
neurotoxin saxitoxin,producing dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,2,2,P121;P215,2011;2014,"('neurotoxin saxitoxin', 'producing dinoflagellate')"
neurotoxin saxitoxin,sxta,SEMANTIC_CO_OCCURS,GENE,PHRASE_TOXIN_PHENOTYPE,2,2,P121;P215,2011;2014,"('neurotoxin saxitoxin', 'sxta')"
nitrate and phosphate,toxin content,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_TOXIN_PHENOTYPE,2,2,P108;P110,2006;2012,"('nitrate and phosphate', 'toxin content')"
nitrate and phosphate,toxin content,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_ENVIRONMENT,2,2,P108;P110,2006;2012,"('nitrate and phosphate', 'toxin content')"
nitrate and phosphate,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_TOXIN_PHENOTYPE,2,2,P107;P110,2007;2012,"('nitrate and phosphate', 'toxin profile')"
nitrate and phosphate,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_ENVIRONMENT,2,2,P107;P110,2007;2012,"('nitrate and phosphate', 'toxin profile')"
nitrogen,nutrient acquisition,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_EVOLUTION,2,2,P089;P242,2002;2021,"('nitrogen', 'nutrient acquisition')"
nitrogen,nutrient limitation,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('nitrogen', 'nutrient limitation')"
nitrogen,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('nitrogen', 'paralytic shellfish poisoning')"
nitrogen,ph,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,2,2,P093;P112,2000;2025,"('nitrogen', 'ph')"
nitrogen,phosphorus,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('nitrogen', 'phosphorus')"
nitrogen,pst production,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('nitrogen', 'pst production')"
nitrogen,pst production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('nitrogen', 'pst production')"
nitrogen,response to nutrient,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('nitrogen', 'response to nutrient')"
nitrogen,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,ENV_FACTOR,TOXIN,2,2,P008;P074,2016;2023,"('nitrogen', 'saxitoxin')"
nitrogen,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_ENVIRONMENT,2,2,P079;P136,2019;2024,"('nitrogen', 'saxitoxin')"
nitrogen,saxitoxin analogues,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P136;P214,2014;2019,"('nitrogen', 'saxitoxin analogues')"
nitrogen,saxitoxin and its analogues,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P095;P139,2023,"('nitrogen', 'saxitoxin and its analogues')"
nitrogen,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,ENV_FACTOR,BIOLOGICAL_MECHANISM,2,2,P084;P099,2016;2023,"('nitrogen', 'saxitoxin biosynthesis')"
nitrogen,saxitoxin-producing dinoflagellates,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P041;P188,1990,"('nitrogen', 'saxitoxin-producing dinoflagellates')"
nitrogen,strains of alexandrium,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TAXON,2,2,P041;P188,1990,"('nitrogen', 'strains of alexandrium')"
nitrogen,sulfocarbamoyl toxins,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('nitrogen', 'sulfocarbamoyl toxins')"
nitrogen,sulfocarbamoyl toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('nitrogen', 'sulfocarbamoyl toxins')"
nitrogen,sxta,ENV_FACTOR_ASSOCIATED_WITH_GENE,ENV_FACTOR,GENE,2,2,P008;P074,2016;2023,"('nitrogen', 'sxta')"
nitrogen,sxta and sxtg,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_GENE_MECHANISM,2,2,P099;P214,2014;2016,"('nitrogen', 'sxta and sxtg')"
nitrogen,sxta4 and sxtg,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_GENE_MECHANISM,2,2,P084;P099,2016;2023,"('nitrogen', 'sxta4 and sxtg')"
nitrogen,total stx,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P095;P139,2023,"('nitrogen', 'total stx')"
nitrogen,toxic strain,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P095;P139,2023,"('nitrogen', 'toxic strain')"
nitrogen,toxicity of alexandrium,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P083;P113,2000;2024,"('nitrogen', 'toxicity of alexandrium')"
nitrogen,toxin biosynthetic,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P041;P188,1990,"('nitrogen', 'toxin biosynthetic')"
nitrogen,toxin composition,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,ENV_FACTOR,TOXIN,2,2,P092;P110,2004;2012,"('nitrogen', 'toxin composition')"
nitrogen,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('nitrogen', 'toxin composition')"
nitrogen,toxin composition,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('nitrogen', 'toxin composition')"
nitrogen,toxin content and composition,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P087;P090,2010;2016,"('nitrogen', 'toxin content and composition')"
nitrogen,toxin contents,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P108;P109,2006,"('nitrogen', 'toxin contents')"
nitrogen,toxin production,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('nitrogen', 'toxin production')"
nitrogen,toxin production,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('nitrogen', 'toxin production')"
nitrogen,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('nitrogen', 'toxin profile')"
nitrogen,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('nitrogen', 'toxin profile')"
nitrogen,toxin profiles of g,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('nitrogen', 'toxin profiles of g')"
nitrogen,toxin profiles of g,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('nitrogen', 'toxin profiles of g')"
nitrogen,toxin-producing dinoflagellate,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P076;P089,2011;2021,"('nitrogen', 'toxin-producing dinoflagellate')"
nitrogen,toxin-producing dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P076;P089,2011;2021,"('nitrogen', 'toxin-producing dinoflagellate alexandrium')"
nitrogen,toxin-producing dinoflagellates,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P095;P139,2023,"('nitrogen', 'toxin-producing dinoflagellates')"
nitrogen,toxins decreased,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('nitrogen', 'toxins decreased')"
nitrogen,toxins decreased,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('nitrogen', 'toxins decreased')"
nitrogen,toxins produced,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('nitrogen', 'toxins produced')"
nitrogen,toxins produced,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('nitrogen', 'toxins produced')"
nitrogen,toxins were detected,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('nitrogen', 'toxins were detected')"
