Source,Target,Score,Common_Neighbors,Weighted_Common_Neighbors,Adamic_Adar,Preferential_Attachment,Bio_Bonus,Bridge_Nodes,Match
genus alexandrium,emerging psts,61.846889480747066,8,35.0,1.6465393440390295,910,10,dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0
biosynthetic pathway,produce saxitoxin,61.83087791043284,7,25.0,1.5886428509904333,168,14,biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthetic;sxta,0
sxt genes,nitrogen limitation,61.820863919249334,4,28.0,0.7906704825616735,989,17,alexandrium;dinoflagellates;producing dinoflagellates;saxitoxin,0
phosphorus,effects of temperature,61.807734965352985,8,28.0,1.597865235079213,414,12,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin production;toxin profile,0
phosphorus,toxic profiles,61.8067830741394,9,29.0,1.9147138427946817,1242,10,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;strains of alexandrium;toxin profile,0
horizontal gene transfer,secondary metabolite,61.80275253804206,4,9.0,0.779763175018952,374,22,alexandrium;biosynthesis;paralytic shellfish poisoning;saxitoxin,0
pyrodinium bahamense,sulfocarbamoyl toxins,61.79891364651054,7,44.0,1.4345951320878672,1085,9,alexandrium;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;saxitoxin;temperature,0
alexandrium fundyense,involved in stx biosynthesis,61.79528215144285,6,22.0,1.228993033633471,500,16,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta,0
stx biosynthesis genes,saxitoxin-producing dinoflagellate,61.79172217732112,6,23.0,1.228993033633471,182,16,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta,0
dominant toxins,fed with the toxic,61.78875856444804,9,34.0,1.8201317674529465,777,9,alexandrium;alexandrium tamarense;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin profile,0
paralytic shellfish toxin profiles,pst biosynthesis,61.787778898216416,4,29.0,0.7756632294648369,372,17,alexandrium;paralytic shellfish toxins;saxitoxin;toxin content,0
shellfish toxin profiles,pst biosynthesis,61.787778898216416,4,29.0,0.7756632294648369,372,17,alexandrium;paralytic shellfish toxins;saxitoxin;toxin content,0
genes involved,dominant toxins,61.78527574558758,9,33.0,1.8624716470955205,1628,9,alexandrium;alexandrium fundyense;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;toxin production,0
cyanobacteria,secondary metabolite,61.77529571402596,7,19.0,1.549638168333121,1411,15,alexandrium;alexandrium tamarense;biosynthesis;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;secondary metabolites,0
genus alexandrium,stx levels,61.77468367159219,6,25.0,1.3921538692316437,490,15,alexandrium;biosynthesis;biosynthesis genes;dinoflagellates;saxitoxin;saxitoxin biosynthesis,0
total toxins,presence of c3,61.76833044719456,10,27.0,2.336744636391024,675,9,alexandrium;alexandrium tamarense;other saxitoxin;other saxitoxin derivatives;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;sulfocarbamoyl toxin;toxin composition;toxin profile,0
toxin accumulation,gene cluster,61.76788501779563,8,36.0,1.5903014347141138,400,10,alexandrium;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin production,0
cyanobacteria and dinoflagellates,saxitoxin biosynthesis in dinoflagellates,61.75310105746842,4,13.0,0.8439640674025071,230,21,cyanobacteria;dinoflagellates;evolution;saxitoxin,0
pst biosynthesis,paralytic toxin,61.751316889556634,5,28.0,0.9594050980955203,312,16,alexandrium;dinoflagellates;paralytic shellfish toxins;saxitoxin;toxin content,0
pst biosynthesis,concentrations of nitrate,61.7509826453866,6,20.0,1.1765523390471462,84,17,alexandrium;dinoflagellates;paralytic shellfish toxins;saxitoxin;toxin content;toxin production,0
toxin composition profiles,higher toxin,61.74503347368807,9,33.0,2.059806742982166,459,9,alexandrium;alexandrium tamarense;other saxitoxin;other saxitoxin derivatives;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;toxin composition;toxin profile,0
toxin biosynthesis,dinoflagellates and cyanobacteria,61.7430516862572,5,33.0,1.0132306875416925,81,15,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis,0
evolution,n-sulfocarbamoyl toxins,61.74019409713205,6,21.0,1.2792956123669115,901,16,alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;species of alexandrium;toxin profile,0
biosynthesis in dinoflagellates,psp toxin profile,61.72346407653998,4,9.0,0.8099465824466208,266,22,alexandrium;evolution;paralytic shellfish poisoning;saxitoxin,0
produce saxitoxin,toxin analogues,61.715205895638846,7,25.0,1.4350548101542224,336,14,alexandrium;alexandrium catenella;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin,0
gonyautoxins,sxta4 gene,61.71317563802934,5,26.0,1.0935839163479715,957,16,alexandrium;biosynthesis;gene cluster;paralytic shellfish toxins;saxitoxin,0
each toxin,toxicity of alexandrium,61.712071279418744,9,26.0,1.9017379004657804,408,11,alexandrium;alexandrium fundyense;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin production,0
gymnodinium catenatum,down-regulated,61.70119796296173,9,29.0,1.8729459245252664,1292,10,alexandrium;alexandrium fundyense;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;strains of alexandrium;toxin content,0
gonyautoxins,strain of alexandrium,61.68141941605911,8,34.0,1.7830716352946354,783,10,alexandrium;alexandrium tamarense;cellular toxin;dinoflagellates;nitrogen;phosphorus;saxitoxin;toxin production,0
biosynthesis genes,toxin accumulation,61.66924179350851,5,36.0,0.987063864135435,224,14,alexandrium;alexandrium catenella;dinoflagellates;paralytic shellfish poisoning;saxitoxin,0
sulfocarbamoyl toxin,psp toxin content,61.65892600441456,9,30.0,1.8221096016385654,592,10,alexandrium;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
phosphorus,toxin concentrations,61.640343899055296,8,31.0,1.6912149591856576,460,11,alexandrium;alexandrium spp;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin production,0
sxt genes,stx biosynthetic,61.640047705662376,7,20.0,1.5531816786169121,387,15,biosynthesis;cyanobacteria;dinoflagellates;freshwater cyanobacteria;paralytic shellfish poisoning;saxitoxin;sxta,0
neostx,psp toxin content,61.63118925767704,9,30.0,1.8221096016385654,560,10,alexandrium;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
gymnodinium catenatum graham,saxitoxin derivatives,61.63087529568514,9,32.0,2.0976545616225706,792,9,gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxin profiles;paralytic shellfish toxins;saxitoxin;shellfish toxin profiles;sulfocarbamoyl toxins;toxin composition;toxin profile,0
gymnodinium catenatum graham,other saxitoxin,61.63087529568514,9,32.0,2.0976545616225706,792,9,gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxin profiles;paralytic shellfish toxins;saxitoxin;shellfish toxin profiles;sulfocarbamoyl toxins;toxin composition;toxin profile,0
gymnodinium catenatum graham,other saxitoxin derivatives,61.63087529568514,9,32.0,2.0976545616225706,792,9,gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxin profiles;paralytic shellfish toxins;saxitoxin;shellfish toxin profiles;sulfocarbamoyl toxins;toxin composition;toxin profile,0
alexandrium catenella,toxin concentrations,61.62296076348643,8,31.0,1.644017584927794,590,11,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin production,0
sulfocarbamoyl toxin,toxic profiles,61.617498589542784,9,29.0,1.887873650017239,999,10,alexandrium;dcstx;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0
cyanobacteria,fed with the toxic,61.60916041245938,9,36.0,1.9590640367416394,1743,8,alexandrium;alexandrium catenella;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxic dinoflagellate;toxin analogues,0
toxin composition,strain of alexandrium,61.60731144390539,8,34.0,1.7830716352946354,675,10,alexandrium;alexandrium tamarense;cellular toxin;dinoflagellates;nitrogen;phosphorus;saxitoxin;toxin production,0
nitrogen,gene sxta,61.60023361987395,5,23.0,1.0129957383722519,455,17,alexandrium;alexandrium catenella;dinoflagellates;saxitoxin;sxta,0
alexandrium catenella,determine the presence,61.59867883851779,9,29.0,1.9255946573146532,767,10,dcstx;dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0
dinoflagellates and cyanobacteria,species of marine dinoflagellates,61.590679685268285,7,22.0,1.4293648640914107,99,15,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,0
sulfocarbamoyl toxins,toxic profiles,61.589742234577656,9,29.0,1.887873650017239,945,10,alexandrium;dcstx;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0
horizontal gene transfer,non-toxic species,61.58966647357845,6,22.0,1.2533084552328786,286,16,cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta;sxtg,0
toxic dinoflagellate,saxitoxin synthesis,61.58362749534543,9,33.0,1.8568046969985372,1125,9,alexandrium;alexandrium minutum;alexandrium tamarense;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta;toxin production,0
dcstx,biosynthesis genes,61.57347080704398,5,35.0,0.987063864135435,504,14,alexandrium;alexandrium catenella;dinoflagellates;paralytic shellfish poisoning;saxitoxin,0
evolution,biosynthetic gene,61.56812112501933,6,26.0,1.1611052529245358,477,15,alexandrium;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,0
evolution,saxitoxin biosynthetic gene,61.56812112501933,6,26.0,1.1611052529245358,477,15,alexandrium;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,0
stx biosynthesis genes,toxin accumulation,61.562867302823825,4,41.0,0.7972333922804735,208,14,alexandrium;alexandrium catenella;dinoflagellates;saxitoxin,0
gene transfer,toxin accumulation,61.558992320944704,5,35.0,1.0419194308260176,352,14,alexandrium;dinoflagellates;paralytic shellfish poisoning;saxitoxin;toxin analogues,0
biosynthesis in dinoflagellates,saxitoxin and its analogues,61.55810337816541,6,27.0,1.203061159396654,133,15,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,0
saxitoxin production,non-toxic species,61.549288109240095,9,29.0,2.10649845072267,234,10,dinoflagellates;homologs;paralytic shellfish poisoning;saxitoxin;sxt genes;sxta;sxtb;sxtg;toxin production,0
gene expression,amidinotransferase,61.5492725632766,6,14.0,1.300873383638119,198,18,alexandrium;biosynthesis;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0
sxta,less toxic,61.53132699794572,8,33.0,1.7865379611240129,1545,10,alexandrium;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;pst content;saxitoxin;strains of alexandrium;toxin content,0
alexandrium catenella,poisoning toxin,61.52202419876253,8,34.0,1.6701967185737363,1121,10,alexandrium;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin content and composition;toxin profile,0
alexandrium catenella,shellfish poisoning toxin,61.52202419876253,8,34.0,1.6701967185737363,1121,10,alexandrium;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin content and composition;toxin profile,0
biosynthetic pathway,saxitoxin-producing dinoflagellate,61.51839064537478,7,21.0,1.4589295936685966,196,15,biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
neosaxitoxin,toxic profiles,61.512754977109424,9,29.0,1.887873650017239,810,10,alexandrium;dcstx;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0
alexandrium fundyense,non-stx producing,61.51133160771593,7,16.0,1.4676761857245013,500,16,alexandrium;biosynthesis;dinoflagellates;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta,0
alexandrium fundyense,stx producing,61.51133160771593,7,16.0,1.4676761857245013,500,16,alexandrium;biosynthesis;dinoflagellates;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta,0
pst biosynthesis,toxin-producing dinoflagellates,61.509560388739004,5,28.0,0.9594050980955203,192,16,alexandrium;dinoflagellates;paralytic shellfish toxins;saxitoxin;toxin content,0
stx-producing dinoflagellates,secondary metabolites,61.50372245983782,7,20.0,1.5985574195785348,224,15,cyanobacteria;dinoflagellates;evolution;homologs;saxitoxin;sxt genes;sxta,0
saxitoxin biosynthesis,determine the presence,61.49738798351311,6,21.0,1.2090427679033324,845,16,dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,0
production of saxitoxin,saxitoxin biosynthesis in dinoflagellates,61.48395562845751,4,14.0,0.8393476040317815,50,21,biosynthesis;dinoflagellates;evolution;saxitoxin,0
genes involved,toxin accumulation,61.470683454379845,7,44.0,1.3971948509912355,704,9,alexandrium;alexandrium catenella;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production,0
alexandrium spp,stx synthesis,61.46859575256815,7,44.0,1.4310509647369265,572,9,alexandrium tamarense;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta;toxin production,0
evolution,stx equivalents,61.468285280712365,7,20.0,1.502946117858599,371,15,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;pyrodinium bahamense;saxitoxin,0
cellular toxin,produce saxitoxin,61.465338130325456,6,26.0,1.1792673897414137,348,15,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,0
genes involved,secondary metabolite,61.45828399675797,7,19.0,1.549638168333121,748,15,alexandrium;alexandrium tamarense;biosynthesis;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;secondary metabolites,0
toxin accumulation,profiles and toxin,61.44923417611967,9,29.0,1.9712884373728092,432,10,alexandrium;alexandrium catenella;gonyautoxins;neostx;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin profile,0
toxin accumulation,toxin profiles and toxin,61.44923417611967,9,29.0,1.9712884373728092,432,10,alexandrium;alexandrium catenella;gonyautoxins;neostx;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin profile,0
toxin-producing,nutrient levels,61.4464724768211,9,29.0,1.9100008101505046,621,10,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
dcstx,toxin-producing dinoflagellates,61.43911757151258,8,35.0,1.5867321460861787,576,10,alexandrium;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
toxin accumulation,differences in toxin,61.41344229755542,8,35.0,1.652681325178385,368,10,alexandrium;dinoflagellates;gonyautoxins;saxitoxin;toxin composition;toxin content;toxin production;toxin profile,0
saxitoxin biosynthesis,sxtn,61.40626147817653,5,22.0,0.9996633431821842,910,17,alexandrium;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;toxin content,0
pyrodinium,toxin concentrations,61.390153786087104,8,31.0,1.644017584927794,370,11,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin production,0
clade,cyanobacteria and dinoflagellates,61.381516559103375,6,25.0,1.2891257663293423,414,15,dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin;sxt genes;sxta,0
alexandrium spp,toxicity of alexandrium,61.33670825004776,8,27.0,1.6545355515925604,312,12,alexandrium;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin content;toxin production,0
toxin-producing,biosynthetic pathways,61.33435181462323,9,25.0,1.8993044371167171,529,11,alexandrium;dinoflagellates;gonyautoxins;nitrogen;producing dinoflagellates;saxitoxin;toxin content;toxin production;toxin profile,0
